player_id,player_name,position,country,date_of_birth,height
p16182,Brian Kilcline,Defender,England,5/7/1962,188
p16183,Mike Marsh,Midfielder,England,7/21/1969,173
p16184,Damien Matthew,Midfielder,England,9/23/1970,180
p16185,Andy Pearce,Defender,England,4/20/1966,193
p16186,John Pemberton,Midfielder,England,11/18/1964,180
p16187,Robert Rosario,Forward,England,3/4/1966,191
p16188,Kevin Scott,Defender,England,12/17/1966,191
p16189,Carl Shutt,Forward,England,10/10/1961,178
p1619,Thierry Henry,Forward,France,8/17/1977,188
p16190,Andy Thorn,Defender,England,11/12/1966,183
p16191,Roy Wegerle,Forward,United States,3/19/1964,181
p16192,David White,Midfielder,England,10/30/1967,185
p16193,Chris Whyte,Defender,England,9/2/1961,185
p16194,Ray Wilkins,Midfielder,England,9/14/1956,173
p16199,Zvonimir Vukic,Midfielder,Serbia,7/19/1979,182
p1620,Gareth Whalley,Midfielder,Ireland,12/19/1973,178
p1621,Alan Thompson,Midfielder,England,12/22/1973,183
p16210,Paul Scharner,Defender,Austria,3/11/1980,191
p1622,Ray Parlour,Midfielder,England,3/7/1973,178
p16229,Jake Wright,Defender,England,3/11/1986,186
p1623,Peter Beagrie,Midfielder,England,11/28/1965,173
p16230,Lewis Price,Goalkeeper,Wales,7/19/1984,191
p16234,Ronnie Stam,Defender,Netherlands,6/18/1984,175
p162344,Philip Zinckernagel,Forward,Denmark,12/16/1994,175
p16236,David Edwards,Midfielder,Wales,2/3/1986,183
p1624,Lee Todd,Defender,England,3/7/1972,168
p16248,Justin Hoyte,Defender,England,0000-00-00,\N
p16249,Maniche,Midfielder,Portugal,11/11/1977,173
p1625,Michael Oakes,Goalkeeper,England,0000-00-00,\N
p1626,Matt Clarke,Goalkeeper,England,11/3/1973,191
p162677,Jordan Wynter,Midfielder,England,11/24/1993,185
p1627,Sylvinho,Defender,Brazil,4/12/1974,173
p1629,Andy O'Brien,Defender,Ireland,6/29/1979,191
p1630,Emmanuel Petit,Midfielder,France,9/22/1970,185
p1631,Dean Windass,Forward,England,4/1/1969,178
p1632,Gareth Barry,Midfielder,England,2/23/1981,185
p1633,Gilles Grimandi,Defender,France,11/11/1970,183
p1634,Lee Sharpe,Midfielder,England,5/27/1971,183
p163463,Badou Ndiaye,Midfielder,Senegal,10/27/1990,180
p163526,Edimilson Fernandes,Midfielder,Switzerland,4/15/1996,187
p1636,Stefan Malz,Midfielder,Germany,6/15/1972,182
p1637,Lee Hendrie,Midfielder,England,5/18/1977,178
p163776,Erdal Rakip,Midfielder,North Macedonia,2/13/1996,180
p163793,Matt Miazga,Defender,United States,7/19/1995,191
p1638,Gunnar Halle,Defender,Norway,8/11/1965,180
p1639,Isaiah Rankin,Forward,England,5/22/1978,178
p1640,Matt Upson,Defender,England,4/18/1979,185
p164011,Mbaye Diagne,Forward,Senegal,10/28/1991,191
p164089,Xavi Quintillá,Defender,Spain,8/23/1996,183
p1641,John Dreyer,Defender,England,6/11/1963,185
p1642,Oleg Luzhny,Defender,Ukraine,8/5/1968,180
p1643,Darren Moore,Defender,Jamaica,4/22/1974,188
p1644,Wayne Jacobs,Defender,England,2/3/1969,175
p164484,Zack Steffen,Goalkeeper,United States,4/2/1995,191
p1645,John Lukic,Goalkeeper,England,12/11/1960,193
p164511,Yerry Mina,Defender,Colombia,9/23/1994,195
p164555,Vladimir Coufal,Defender,Czech Republic,8/22/1992,179
p164570,Mario Pasalic,Midfielder,Croatia,2/9/1995,188
p1646,Najwan Ghrayib,Defender,Israel,1/30/1974,173
p1647,Darren Byfield,Forward,Jamaica,9/29/1976,180
p1648,Kanu,Forward,Nigeria,8/1/1976,197
p1649,Neil Redfearn,Midfielder,England,6/20/1965,178
p1650,Darius Vassell,Forward,England,6/13/1980,170
p1651,Dean Saunders,Forward,Wales,6/21/1964,173
p165153,Timo Werner,Forward,Germany,3/6/1996,180
p165210,Alireza Jahanbakhsh,Forward,Iran,8/11/1993,180
p165251,Danijel Nizic,Goalkeeper,Australia,3/15/1995,195
p1653,Mark Delaney,Defender,Wales,5/13/1976,185
p1654,Paolo Vernazza,Midfielder,England,11/1/1979,178
p165572,Olivier Kemen,Midfielder,France,7/20/1996,177
p1656,Tommy Jaszczun,Defender,England,9/16/1977,180
p1657,Colin Calderwood,Defender,Scotland,1/20/1965,183
p1658,Peter Enckelman,Goalkeeper,Finland,3/10/1977,188
p165808,Hélder Costa,Forward,Angola,1/12/1994,178
p165809,Bernardo Silva,Midfielder,Portugal,8/10/1994,173
p165911,Bartosz Kapustka,Midfielder,Poland,12/23/1996,179
p165990,Vincent Janssen,Forward,Netherlands,6/15/1994,180
p1660,Steve Stone,Midfielder,England,8/20/1971,175
p1662,Ed de Goey,Goalkeeper,Netherlands,12/20/1966,198
p1663,Dan Petrescu,Defender,Romania,12/22/1967,175
p166324,Ivan Cavaleiro,Forward,Portugal,10/18/1993,175
p166365,Kenji Gorré,Forward,Curacao,9/29/1994,178
p1664,Celestine Babayaro,Defender,Nigeria,8/29/1978,175
p166477,Timothy Castagne,Defender,Belgium,12/5/1995,185
p1665,Russell Hoult,Goalkeeper,England,11/22/1972,193
p166507,Marlos Moreno,Forward,Colombia,9/20/1996,171
p1666,Horacio Carbonari,Defender,Argentina,5/2/1973,191
p166640,Fabián Balbuena,Defender,Paraguay,8/23/1991,188
p1667,Stefan Schnoor,Defender,Germany,4/18/1971,183
p1668,Jes Hogh,Defender,Denmark,5/7/1966,170
p1669,Darryl Powell,Midfielder,Jamaica,1/15/1971,183
p166989,Youri Tielemans,Midfielder,Belgium,5/7/1997,176
p167,Alan Maybury,Defender,Ireland,8/8/1978,179
p1670,Frank Leboeuf,Defender,France,1/22/1968,183
p167074,Kenny Tete,Defender,Netherlands,10/9/1995,180
p167075,Wesley Hoedt,Defender,Netherlands,3/6/1994,188
p1671,Tony Dorigo,Defender,England,12/31/1965,175
p167199,Thomas Partey,Midfielder,Ghana,6/13/1993,185
p1672,Marcel Desailly,Defender,France,9/7/1968,185
p16722,Michael Symes,Forward,England,10/31/1983,190
p16723,Steven Schumacher,Midfielder,England,4/30/1984,183
p16724,Alan Moogan,Midfielder,England,4/22/1984,180
p16725,Sean O'Hanlon,Defender,England,1/2/1983,185
p1673,Seth Johnson,Midfielder,England,3/12/1979,178
p16730,Matt Crowell,Midfielder,England,7/3/1984,173
p16734,Paulo Ferreira,Defender,Portugal,1/18/1979,181
p16735,Nuno Valente,Defender,Portugal,9/12/1974,183
p1674,Didier Deschamps,Midfielder,France,10/15/1968,170
p167473,José Izquierdo,Forward,Colombia,7/7/1992,171
p1675,Dean Sturridge,Forward,England,7/27/1973,173
p167522,Jordan Hugill,Forward,England,6/4/1992,183
p167541,Jack Payne,Midfielder,England,10/25/1994,165
p1676,Gustavo Poyet,Midfielder,Uruguay,11/15/1967,187
p1677,Deon Burton,Forward,Jamaica,10/25/1976,175
p167767,Kenedy,Midfielder,Brazil,2/8/1996,182
p167789,Baily Cargill,Defender,England,7/5/1995,189
p167792,Brandon Goodship,Forward,England,9/22/1994,\N
p1678,Chris Sutton,Forward,England,3/10/1973,191
p167810,Rob Hunt,Defender,England,7/7/1995,171
p167822,Tareiq Holmes-Dennis,Defender,England,10/31/1995,175
p167866,Michael Cain,Midfielder,England,12/4/1994,182
p167867,Joseph Dodoo,Forward,England,6/29/1995,183
p167869,James Pearson,Defender,England,1/19/1993,186
p167878,Ben Osborn,Midfielder,England,8/5/1994,176
p167887,Josh Laurent,Midfielder,England,5/6/1995,188
p167890,Michael Petrasso,Midfielder,Canada,7/9/1995,165
p167891,Jamie Sendles-White,Defender,Northern Ireland,4/10/1994,188
p167892,Petros Skapetis,Forward,Australia,1/13/1995,177
p167894,Stuart Moore,Goalkeeper,England,9/8/1994,187
p1679,Rory Delap,Midfielder,Ireland,7/6/1976,183
p1680,Pierluigi Casiraghi,Forward,Italy,3/4/1969,183
p168057,Kleton Perntreou,Goalkeeper,Greece,1/8/1995,188
p1681,Dennis Wise,Midfielder,England,12/16/1966,168
p168144,Matt Grimes,Midfielder,England,7/15/1995,178
p16815,David Carney,Defender,Australia,11/30/1983,181
p168172,Joe Lolley,Forward,England,8/25/1992,178
p168180,Aaron Tshibola,Midfielder,DR Congo,0000-00-00,\N
p168196,Joel Pereira,Goalkeeper,Portugal,6/28/1996,188
p1682,Kevin Harper,Midfielder,Scotland,1/15/1976,168
p168220,Omar Rowe,Midfielder,England,10/30/1994,\N
p168222,Callum Elder,Defender,Australia,1/27/1995,180
p16824,Adam Green,Defender,England,1/12/1984,176
p16827,Jamie Price,Defender,England,10/27/1981,\N
p168287,Jonathan Calleri,Forward,Argentina,9/23/1993,181
p168290,Ignacio Pussetto,Midfielder,Argentina,12/21/1995,180
p1683,Bjarne Goldbæk,Midfielder,Denmark,10/6/1968,177
p168301,Erik Palmer-Brown,Defender,United States,4/24/1997,187
p168399,Will Norris,Goalkeeper,England,8/12/1993,195
p1684,Malcolm Christie,Forward,England,4/11/1979,183
p16842,Alvin Martin,Defender,England,7/29/1958,185
p1685,Kevin Hitchcock,Goalkeeper,England,10/5/1962,185
p16854,Philippe Senderos,Defender,Switzerland,2/14/1985,190
p16855,Alexis Nicolas,Midfielder,Cyprus,2/13/1983,170
p168566,Georges-Kévin Nkoudou,Midfielder,France,2/13/1995,172
p168580,Ayoze Pérez,Forward,Spain,7/29/1993,178
p1686,Lars Bohinen,Midfielder,Norway,9/8/1969,180
p168636,Enes Ünal,Forward,Turkey,5/10/1997,187
p168648,Jordan Turnbull,Defender,England,10/30/1994,185
p1687,Graeme Le Saux,Defender,England,10/17/1968,178
p168717,Max Stryjek,Goalkeeper,Poland,7/18/1996,188
p168758,Ben Whitfield,Midfielder,England,2/28/1996,165
p168760,Connor Ogilvie,Defender,England,2/14/1996,184
p168763,Cameron Carter-Vickers,Defender,United States,12/31/1997,183
p168764,Luke Amos,Midfielder,England,2/23/1997,179
p168765,Josh Onomah,Midfielder,England,4/27/1997,185
p168771,Anthony Georgiou,Midfielder,Cyprus,2/24/1997,179
p168773,Shayon Harrison,Forward,England,7/13/1997,183
p1688,Mario Melchiot,Defender,Netherlands,11/4/1976,188
p16884,Mohamed Sissoko,Midfielder,Mali,1/22/1985,191
p1689,Roberto Di Matteo,Midfielder,Italy,5/29/1970,178
p16890,Derek Allan,Defender,Scotland,12/24/1974,183
p16891,Malcolm Allen,Forward,Wales,3/21/1967,173
p16892,Chris Allen,,England,11/18/1972,180
p16893,Clive Allen,Forward,England,5/20/1961,178
p16894,Joe Allon,Forward,England,11/12/1966,180
p16895,Daniel Amokachi,Forward,Nigeria,12/30/1972,182
p16896,Viv Anderson,Defender,England,7/29/1956,185
p16897,Dalian Atkinson,Forward,England,3/21/1968,183
p168977,Joel Coleman,Goalkeeper,England,9/26/1995,198
p16898,Dennis Bailey,Forward,England,11/13/1965,178
p16899,Clive Baker,Goalkeeper,England,3/14/1959,175
p168991,Philip Billing,Midfielder,Denmark,6/11/1996,193
p1690,Marc Bridge-Wilkinson,Midfielder,England,3/16/1979,173
p16900,Gary Bannister,Midfielder,England,7/22/1960,178
p16901,Jamie Barnwell,Forward,England,12/26/1975,178
p16902,Neal Bartlett,Midfielder,England,4/7/1975,173
p16903,Greg Berry,Forward,England,3/5/1971,178
p16904,Peter Billing,Defender,England,10/24/1964,188
p16905,Gary Blissett,Forward,England,6/26/1964,183
p16906,Chris Boden,Midfielder,England,10/13/1973,175
p169060,Lewis Maloney,Midfielder,Northern Ireland,5/5/1995,\N
p169061,Dael Fry,Defender,England,8/30/1997,181
p16907,Jeroen Boere,Forward,Netherlands,11/18/1967,191
p16908,Marco Boogers,Forward,Netherlands,1/12/1967,185
p16909,Brian Borrows,Defender,England,12/20/1960,178
p1691,Albert Ferrer,Defender,Spain,6/6/1970,175
p16910,Vlado Bozinoski,Midfielder,North Macedonia,3/30/1964,180
p169102,Tiemoué Bakayoko,Midfielder,France,8/17/1994,185
p16911,Richard Brown,Midfielder,England,1/13/1967,178
p16912,Kenny Brown,Defender,England,7/11/1967,173
p169128,Tayo Edun,Midfielder,England,5/14/1998,170
p16913,Paul Browne,Defender,Scotland,2/17/1975,188
p169130,Joel Taylor,Defender,England,3/24/1996,180
p16914,Ian Bryson,Defender,Scotland,11/26/1962,180
p169141,Steve Mounié,Forward,Benin,9/29/1994,190
p16915,John Burridge,Goalkeeper,England,12/3/1951,180
p16916,David Busst,Defender,Scotland,6/30/1967,185
p16917,Ian Butterworth,Defender,England,1/25/1964,185
p16918,Jimmy Carter,Midfielder,England,11/9/1965,178
p169185,Herbie Kane,Midfielder,England,11/23/1998,177
p169187,Trent Alexander-Arnold,Defender,England,10/7/1998,175
p16919,Tony Cascarino,Forward,Ireland,9/1/1962,188
p16920,Justin Channing,Defender,England,11/19/1968,180
p16921,Lee Charles,Forward,England,8/20/1971,180
p16922,Glenn Cockerill,Midfielder,England,8/25/1959,178
p16923,Leo Cotterell,Defender,England,9/2/1974,175
p16924,Gerry Creaney,Forward,Scotland,4/13/1970,180
p16925,Ian Crook,Midfielder,England,1/18/1963,173
p16926,Ian Culverhouse,Defender,England,9/22/1964,178
p16927,Tony Daley,Midfielder,England,10/18/1967,173
p16928,Neil Davis,Forward,England,8/15/1973,173
p16929,Bobby Davison,Forward,England,7/17/1959,173
p1693,Magnus Hedman,Goalkeeper,Sweden,3/19/1973,193
p16930,Mervyn Day,Goalkeeper,England,6/26/1955,188
p16931,Marc Degryse,Forward,Belgium,9/4/1965,172
p16932,Aly Dia,Forward,Senegal,8/20/1965,178
p16933,Kerry Dixon,Forward,England,7/24/1961,184
p16934,Gerald Dobbs,Defender,England,1/24/1971,173
p16935,Maurice Doyle,Midfielder,England,10/17/1969,173
p169359,Matt Targett,Defender,England,9/18/1995,183
p16936,Lee Durrant,Midfielder,England,12/18/1973,178
p16937,Sieb Dykstra,Goalkeeper,Netherlands,10/20/1966,196
p16938,Gary Elkins,Midfielder,England,5/4/1966,175
p16939,Paul Elliott,Defender,England,3/18/1964,191
p1694,Gabriele Ambrosetti,Midfielder,Italy,8/7/1973,178
p16940,Kevin Ellis,Defender,England,5/11/1977,188
p16941,Neil Finn,Goalkeeper,England,12/29/1978,183
p169414,Ryan Hedges,Midfielder,Wales,7/8/1995,185
p16942,Mark Flatts,Midfielder,England,10/14/1972,168
p16943,Robert Fleck,Forward,Scotland,8/11/1965,178
p169432,Oliver McBurnie,Forward,Scotland,6/4/1996,188
p16944,John Foster,Defender,England,9/19/1973,178
p16945,Michael Frontzeck,Defender,Germany,3/26/1964,184
p16946,Kevin Gage,Defender,England,4/21/1964,178
p16947,John Gannon,Midfielder,England,12/18/1966,173
p16948,Maurizio Gaudino,Midfielder,Germany,12/12/1966,183
p16949,Brian Gayle,Defender,England,3/6/1965,188
p1695,Spencer Prior,Defender,England,4/22/1971,191
p16950,Phil Gee,Defender,England,12/19/1964,178
p16951,Terry Gibson,Forward,England,12/23/1962,165
p16952,Paul Goddard,Forward,England,10/12/1959,170
p169527,Joe Williams,Midfielder,England,12/8/1996,185
p169528,Antonee Robinson,Defender,United States,8/8/1997,183
p16953,Tommy Goodwin,Midfielder,England,11/8/1979,175
p169535,Julien De Sart,Midfielder,Belgium,12/23/1994,187
p169539,Andy Williams,Defender,Wales,10/8/1977,178
p16954,Jeremy Goss,Midfielder,Wales,5/11/1965,175
p16955,Andrew Gray,Midfielder,England,2/22/1964,180
p169556,Marcus Barnes,Forward,England,12/1/1996,185
p16956,Chris Greenman,Defender,England,12/22/1968,185
p16957,Neil Gregory,Forward,Zambia,10/7/1972,180
p16958,Niklas Gudmundsson,Forward,Sweden,2/29/1972,180
p16959,Bryan Gunn,Goalkeeper,Scotland,12/22/1963,188
p169593,Remi Matthews,Goalkeeper,England,2/10/1994,184
p1696,Marc Edworthy,Defender,England,12/24/1972,180
p16960,Micky Gynn,Midfielder,England,8/19/1961,165
p16961,Richard Hall,Defender,England,3/14/1972,188
p16962,Chris Hamon,Forward,England,4/27/1970,185
p16963,Alan Harper,Defender,England,11/1/1960,173
p16964,Charlie Hartfield,Midfielder,England,9/14/1971,183
p16965,John Hendry,Forward,Scotland,1/6/1970,180
p16966,Martin Hiden,Defender,Austria,3/11/1973,185
p16967,Andy Hill,Defender,England,1/20/1965,180
p16968,Colin Hill,Defender,Northern Ireland,11/12/1963,183
p1697,Tore Andre Flo,Forward,Norway,6/15/1973,193
p16970,Bobby Howe,Midfielder,England,11/6/1973,170
p16971,Jamie Hoyland,Defender,England,1/23/1966,183
p16972,John Humphrey,Defender,England,1/31/1961,178
p16973,Terry Hurlock,Midfielder,England,9/22/1958,175
p169735,Noor Husin,Midfielder,Afghanistan,3/3/1997,178
p16974,Lee Hurst,Midfielder,England,9/21/1970,183
p169743,Connor Mahoney,Midfielder,England,2/12/1997,175
p16975,Eike Immel,Goalkeeper,Germany,11/27/1960,187
p16976,Kare Ingebrigtsen,Defender,Norway,11/11/1965,170
p16977,Simon Ireland,Midfielder,England,11/23/1971,180
p16978,Ian Ironside,Goalkeeper,England,3/8/1964,188
p16979,Richard Irving,Forward,England,9/10/1975,173
p1698,David Burrows,Defender,England,10/25/1968,178
p16980,Isaías,Forward,Brazil,11/17/1963,178
p16983,Erland Johnsen,Defender,Norway,4/5/1967,185
p16984,Mo Johnston,Forward,Scotland,4/13/1963,175
p16985,Ryan Jones,Midfielder,England,7/23/1973,191
p16986,Rob Jones,Defender,England,11/5/1971,178
p16987,Steve Jones,Midfielder,England,3/17/1970,185
p16989,Mikhail Kavelashvili,Midfielder,Georgia,7/22/1971,180
p1699,Steve Elliott,Defender,England,10/29/1978,188
p16990,Orpheo Keizerweerd,Forward,Netherlands,11/21/1968,173
p16991,Billy Kenny,Midfielder,England,9/19/1973,170
p16992,Lance Key,Goalkeeper,England,5/17/1968,188
p16993,Jakob Kjeldbjerg,Midfielder,Denmark,10/21/1969,191
p16994,Istvan Kozma,Midfielder,Hungary,12/3/1964,185
p16995,Ales Krizan,Defender,Slovenia,7/25/1971,175
p16996,Detsi Kruszynski,Midfielder,Poland,10/14/1961,183
p16997,Michael Lake,Midfielder,England,11/16/1966,183
p16998,Paul Lake,Midfielder,England,10/28/1968,183
p16999,David Lee,Defender,England,11/26/1969,191
p1700,Jody Morris,Midfielder,England,12/22/1978,163
p17000,Lars Leese,Goalkeeper,Germany,8/18/1969,201
p17001,Neil Lewis,Defender,England,6/28/1974,170
p17002,Pal Lydersen,Defender,Norway,9/10/1965,183
p17003,Ross MacLaren,Midfielder,Scotland,4/14/1962,178
p17004,Paul Marquis,Midfielder,England,8/29/1972,185
p17005,Dwight Marshall,Forward,England,10/3/1965,170
p17006,Lee Martin,Defender,England,2/5/1968,180
p17007,Paul Mason,Midfielder,England,9/3/1963,175
p17008,Stuart Massey,Midfielder,England,11/17/1964,178
p17009,Alan McCarthy,Defender,England,1/11/1972,180
p1701,Mart Poom,Goalkeeper,Estonia,2/3/1972,194
p17010,Alan McDonald,Defender,Northern Ireland,10/12/1963,190
p17011,David McDonald,Defender,England,1/2/1971,180
p17012,Neil McDonald,Defender,England,11/2/1965,180
p17013,Paul McDonald,Defender,Scotland,4/20/1968,167
p170137,Allan Saint-Maximin,Forward,France,3/12/1997,173
p17014,Paul McGee,Forward,Ireland,6/19/1954,\N
p17015,Eddie McGoldrick,Midfielder,Ireland,4/30/1965,178
p170154,Pablo Maffeo,Defender,Spain,7/12/1997,172
p17016,Colin McKee,Forward,Scotland,8/22/1973,178
p17017,Ray McKinnon,Defender,Scotland,8/5/1970,178
p17018,Simon Milton,Midfielder,England,8/23/1963,178
p170186,Kevin Gomez,Defender,Spain,1/11/1994,\N
p17019,Jason Minett,Defender,England,8/12/1971,178
p1702,Paul Williams,Defender,England,3/26/1971,180
p17020,Paul Mitchell,Midfielder,England,10/20/1971,178
p17021,Kevin Moore,Defender,England,4/29/1958,183
p17022,Neil Moore,Defender,England,9/21/1972,185
p17023,Kevin Moran,Defender,Ireland,4/29/1956,180
p170234,James Campbell,Defender,Scotland,11/1/1993,\N
p17024,Paul Moran,Forward,England,5/22/1968,178
p17025,Philip Morgan,Goalkeeper,England,12/18/1974,185
p17026,Steve Morgan,Defender,England,9/19/1968,180
p170271,Jean Michael Seri,Midfielder,Cote D`Ivoire,7/19/1991,168
p17028,Chris Morris,Midfielder,Ireland,12/24/1963,180
p17029,Paul Moulden,Forward,England,9/6/1967,170
p1703,Bernard Lambourde,Defender,France,5/11/1971,188
p17030,Andy Mutch,Forward,England,12/28/1963,178
p17031,Nayim,Midfielder,Spain,0000-00-00,\N
p17032,Luc Nijholt,Midfielder,Netherlands,7/29/1961,180
p17033,Lee Norfolk,Midfielder,New Zealand,10/17/1975,178
p17034,Liam O'Brien,Midfielder,Ireland,9/5/1964,185
p17035,Ian Olney,Forward,England,12/17/1969,185
p17036,Richard Ord,Defender,England,3/3/1970,188
p17037,Thorvaldu Örlygsson,Midfielder,Iceland,8/2/1966,180
p17038,Nicos Papavasiliou,Midfielder,Cyprus,8/31/1970,173
p17039,Joe Parkinson,Midfielder,England,6/11/1971,183
p17040,Colin Pates,Defender,England,8/10/1961,183
p17041,Adrian Paz,Forward,Uruguay,9/9/1968,178
p17042,Andy Peake,Defender,England,10/1/1961,178
p17043,Steve Pears,Goalkeeper,England,1/22/1962,183
p170437,Shamal George,Goalkeeper,England,1/6/1998,191
p17044,Glenn Pennyfather,Midfielder,England,2/11/1963,173
p17045,Gary Penrice,Forward,England,3/23/1964,173
p17046,Gerry Peyton,,Ireland,5/20/1956,188
p17047,Mike Phelan,Midfielder,England,9/24/1962,180
p17048,Ally Pickering,Defender,England,6/22/1967,180
p17049,Torben Piechnik,Defender,Denmark,5/21/1963,189
p1705,Richard Shaw,Defender,England,9/11/1968,175
p17050,Darren Pitcher,Midfielder,England,10/12/1969,175
p17051,Adem Poric,Midfielder,England,4/22/1973,178
p17052,Chris Price,Midfielder,England,3/30/1960,175
p17053,Mark Proctor,Midfielder,England,1/30/1961,178
p17054,Mike Quigley,Midfielder,England,10/2/1970,168
p17055,Mick Quinn,Forward,England,12/17/1969,175
p17056,Preki,Midfielder,United States,6/24/1963,175
p17057,Marino Rahmberg,,Sweden,8/7/1974,180
p17058,Ray Ranson,Defender,England,6/12/1960,175
p17059,Cyrille Regis,Forward,England,2/9/1958,184
p1706,Mark Nicholls,Forward,England,5/30/1977,178
p17060,David Rennie,Defender,Scotland,8/29/1964,183
p17061,Sandy Robertson,Midfielder,Scotland,4/26/1971,176
p17064,Stewart Robson,Midfielder,England,11/6/1964,180
p17065,Mark Robson,Midfielder,England,5/22/1969,170
p17066,Bruno Rodriguez,,France,11/25/1972,175
p17067,Franck Rolling,Defender,France,8/23/1968,183
p17068,Matthew Rush,Forward,England,8/6/1971,180
p17069,Martin Scott,Defender,England,1/7/1968,175
p1707,Mohammed Konjic,Defender,Bosnia & Herzegovina,5/14/1970,191
p17070,Les Sealey,Goalkeeper,England,9/29/1957,185
p17071,Andrea Silenzi,Forward,Italy,2/10/1966,191
p17072,Lee Sinnott,Midfielder,England,7/12/1965,185
p17073,Stuart Slater,Midfielder,England,3/27/1969,175
p17074,Bernie Slaven,Forward,Ireland,11/13/1960,178
p17075,Ian Snodin,Midfielder,England,8/15/1963,170
p17076,Jan Stejskal,Goalkeeper,Czech Republic,1/15/1962,189
p17077,Mel Sterland,Defender,England,9/1/1961,183
p17078,Simon Stewart,Defender,England,11/1/1973,185
p17079,Frank Strandli,Midfielder,Norway,5/16/1972,178
p1708,Carlo Cudicini,Goalkeeper,Italy,9/6/1973,185
p17080,Steve Talboys,Midfielder,England,9/18/1966,178
p17081,Nicky Tanner,Defender,England,5/24/1965,188
p17082,Scott Thomas,Defender,England,10/30/1974,175
p17085,Paul Tisdale,Midfielder,England,1/14/1973,176
p170851,Josh Robson,Defender,England,2/3/1998,180
p170852,Rees Greenwood,Midfielder,England,12/10/1996,173
p17086,Pat van der Hauwe,Midfielder,Wales,12/16/1960,180
p17087,Imre Varadi,Forward,England,7/8/1959,173
p17088,Michel Vonk,Defender,Netherlands,10/28/1968,191
p17089,Danny Wallace,Forward,England,1/21/1964,163
p1709,Paul Boertien,Defender,England,1/20/1979,178
p17090,Ray Wallace,Midfielder,England,10/2/1969,168
p17091,Mark Ward,Defender,England,10/10/1962,168
p17092,John Wark,Defender,Scotland,8/4/1957,180
p170929,Saidy Janko,Defender,Gambia,10/22/1995,181
p17093,Mark Watson,Forward,England,12/28/1973,191
p17094,Simon Webster,Defender,England,1/20/1964,183
p17095,Peter Whiston,Defender,England,1/4/1968,185
p17096,Devon White,Midfielder,England,3/2/1964,191
p17097,Steve White,Forward,England,1/2/1959,178
p17098,Brett Williams,Defender,England,3/9/1968,178
p17099,Paul Williams,Defender,England,8/16/1965,170
p1710,Robbie Keane,Forward,Ireland,7/8/1980,176
p17100,Michael Williams,Forward,England,11/21/1969,178
p17102,Rhys Wilmot,Goalkeeper,Wales,2/21/1962,185
p17103,Jonas Wirmola,Defender,Sweden,7/17/1969,191
p17104,Tony Witter,Defender,England,8/12/1965,185
p17105,Chris Woods,Goalkeeper,England,11/14/1959,188
p17106,Johnny Wright,Defender,Northern Ireland,11/24/1975,173
p17107,Frank Yallop,Defender,Canada,4/4/1964,180
p17108,Eric Young,Defender,Wales,3/25/1960,188
p1711,Noel Whelan,Forward,England,12/30/1974,188
p171113,Morgan Ferrier,Forward,England,11/15/1994,185
p171129,Diego Rico,Defender,Spain,2/23/1993,183
p17114,Andrés D'Alessandro,Midfielder,Argentina,4/15/1981,174
p17116,David Yelldell,Goalkeeper,United States,10/1/1981,194
p171160,Bradley Collins,Goalkeeper,England,2/18/1997,184
p171162,Charly Musonda,Midfielder,Belgium,10/15/1996,173
p171163,Isaac Christie-Davies,Midfielder,Wales,10/18/1997,188
p17117,Leandre Griffit,Midfielder,France,5/21/1984,173
p171173,Thierry Ambrose,Forward,France,3/28/1997,178
p17118,Silas,Midfielder,Portugal,9/1/1976,178
p1712,Mikkel Beck,Forward,Denmark,5/12/1973,185
p171213,Kevin Toner,Midfielder,Ireland,7/18/1996,180
p17127,Per Mertesacker,Defender,Germany,9/29/1984,198
p171270,Kieran Dowell,Midfielder,England,10/10/1997,175
p171273,Cameron Borthwick-Jackson,Defender,England,2/2/1997,183
p171277,Demetri Mitchell,Defender,England,1/11/1997,181
p171287,Joseph Gomez,Defender,England,5/23/1997,188
p1713,John Aloisi,Forward,Australia,2/5/1976,185
p171314,Rúben Dias,Defender,Portugal,5/14/1997,186
p171317,Rúben Neves,Midfielder,Portugal,3/13/1997,180
p171319,Renato Sanches,Midfielder,Portugal,8/18/1997,176
p1714,Samuele Dalla Bona,Midfielder,Italy,2/6/1981,185
p171427,Daniel Barlaser,Midfielder,England,1/18/1997,184
p1715,Gianfranco Zola,Forward,Italy,7/5/1966,168
p17152,Jermaine Jones,Midfielder,United States,11/3/1981,183
p17155,Andrey Voronin,Forward,Ukraine,7/21/1979,174
p1716,Gary McAllister,Midfielder,Scotland,12/25/1964,185
p17160,Sascha Riether,Defender,Germany,3/23/1983,176
p17163,Luciano Figueroa,Forward,Argentina,5/19/1981,182
p17165,Neil McCafferty,Midfielder,Ireland,7/19/1984,\N
p17166,Ross Flitney,Goalkeeper,England,6/1/1984,189
p17167,Calvin Zola,Forward,DR Congo,12/31/1984,191
p1717,Marvin Robinson,Forward,England,4/11/1980,183
p171771,Jan Bednarek,Defender,Poland,4/12/1996,189
p1718,John Terry,Defender,England,12/7/1980,187
p1719,Mustapha Hadji,Midfielder,Morocco,11/16/1971,184
p171975,Callum Robinson,Forward,Ireland,2/2/1995,178
p171982,Brian Lenihan,Defender,Ireland,6/8/1994,187
p1721,Paul Telfer,Midfielder,Scotland,10/21/1971,175
p1722,Neil Clement,Defender,England,10/3/1978,183
